eta,max_depth,subsample,colsample_bytree,lambda,alpha,n_estimators,accuracy,auc,f1_score,precision,recall
0.1,3,0.5,0.8,5,1,100,0.7222222222222222,0.7468829584040747,0.21286031042128603,0.12339331619537275,0.7741935483870968
0.01,7,0.5,0.6,5,0,300,0.7511737089201878,0.7467901103565365,0.22439024390243903,0.13218390804597702,0.7419354838709677
0.01,7,0.6,0.6,5,0,300,0.7511737089201878,0.7467901103565365,0.22439024390243903,0.13218390804597702,0.7419354838709677
0.05,5,0.8,0.6,5,1,100,0.7363067292644757,0.7466309422750425,0.21809744779582366,0.12737127371273713,0.7580645161290323
0.05,3,0.5,0.6,5,1,100,0.6924882629107981,0.7465646222410866,0.2028397565922921,0.11600928074245939,0.8064516129032258
0.001,5,0.6,0.6,5,0,100,0.6924882629107981,0.7465646222410866,0.2028397565922921,0.11600928074245939,0.8064516129032258
0.05,3,0.5,0.8,5,0,100,0.6924882629107981,0.7465646222410866,0.2028397565922921,0.11600928074245939,0.8064516129032258
0.05,3,0.6,0.6,5,1,100,0.6924882629107981,0.7465646222410866,0.2028397565922921,0.11600928074245939,0.8064516129032258
0.05,3,0.6,0.8,5,0,100,0.6924882629107981,0.7465646222410866,0.2028397565922921,0.11600928074245939,0.8064516129032258
0.01,7,0.5,0.6,1,1,300,0.7652582159624414,0.7465380942275044,0.23076923076923078,0.13719512195121952,0.7258064516129032
0.01,7,0.5,0.5,5,1,100,0.7214397496087637,0.7464717741935484,0.21238938053097345,0.12307692307692308,0.7741935483870968
0.03,3,0.6,0.5,5,0,300,0.7065727699530516,0.7463126061120543,0.20718816067653276,0.1192214111922141,0.7903225806451613
0.05,3,0.8,0.8,5,0,100,0.6917057902973396,0.7461534380305602,0.20242914979757085,0.11574074074074074,0.8064516129032258
0.05,3,0.6,0.5,5,0,100,0.6917057902973396,0.7461534380305602,0.20242914979757085,0.11574074074074074,0.8064516129032258
0.001,5,0.6,0.6,5,1,100,0.6917057902973396,0.7461534380305602,0.20242914979757085,0.11574074074074074,0.8064516129032258
0.05,3,0.6,0.8,5,0,300,0.7496087636932708,0.7459677419354839,0.22330097087378642,0.13142857142857142,0.7419354838709677
0.03,3,0.6,0.5,5,1,300,0.7057902973395931,0.745901421901528,0.20675105485232068,0.11893203883495146,0.7903225806451613
0.01,5,0.5,0.8,1,0,100,0.7057902973395931,0.745901421901528,0.20675105485232068,0.11893203883495146,0.7903225806451613
0.01,5,0.5,0.8,1,1,100,0.7057902973395931,0.745901421901528,0.20675105485232068,0.11893203883495146,0.7903225806451613
0.01,5,0.8,0.5,5,0,100,0.7057902973395931,0.745901421901528,0.20675105485232068,0.11893203883495146,0.7903225806451613
0.001,5,0.5,0.8,5,0,100,0.690923317683881,0.7457422538200339,0.20202020202020202,0.11547344110854503,0.8064516129032258
0.001,5,0.6,0.8,5,0,100,0.690923317683881,0.7457422538200339,0.20202020202020202,0.11547344110854503,0.8064516129032258
0.05,3,0.8,0.5,1,1,100,0.690923317683881,0.7457422538200339,0.20202020202020202,0.11547344110854503,0.8064516129032258
0.05,3,0.5,0.5,5,0,100,0.690923317683881,0.7457422538200339,0.20202020202020202,0.11547344110854503,0.8064516129032258
0.001,5,0.5,0.8,5,1,100,0.690923317683881,0.7457422538200339,0.20202020202020202,0.11547344110854503,0.8064516129032258
0.03,5,0.6,0.6,5,0,100,0.7198748043818466,0.7456494057724957,0.21145374449339208,0.12244897959183673,0.7741935483870968
0.03,3,0.5,0.8,5,1,100,0.676056338028169,0.7455830857385399,0.19767441860465115,0.11233480176211454,0.8225806451612904
0.01,3,0.5,0.6,1,0,100,0.676056338028169,0.7455830857385399,0.19767441860465115,0.11233480176211454,0.8225806451612904
0.03,7,0.6,0.6,5,1,100,0.7488262910798122,0.7455565577249575,0.22276029055690072,0.13105413105413105,0.7419354838709677
0.03,5,0.5,0.6,1,1,300,0.7777777777777778,0.7454637096774194,0.23655913978494625,0.14193548387096774,0.7096774193548387
0.001,7,0.6,0.5,1,0,100,0.7339593114241002,0.7453973896434635,0.21658986175115208,0.12634408602150538,0.7580645161290323
0.05,5,0.8,0.6,5,0,100,0.7339593114241002,0.7453973896434635,0.21658986175115208,0.12634408602150538,0.7580645161290323
0.05,3,0.8,0.8,5,1,100,0.6901408450704225,0.7453310696095076,0.20161290322580644,0.1152073732718894,0.8064516129032258
0.03,5,0.6,0.6,5,0,300,0.7629107981220657,0.7453045415959253,0.22900763358778625,0.13595166163141995,0.7258064516129032
0.03,3,0.8,0.8,5,0,300,0.7190923317683882,0.7452382215619694,0.210989010989011,0.12213740458015267,0.7741935483870968
0.1,3,0.8,0.6,5,1,100,0.7190923317683882,0.7452382215619694,0.210989010989011,0.12213740458015267,0.7741935483870968
0.03,3,0.5,0.8,5,0,100,0.6752738654147105,0.7451719015280136,0.19729206963249515,0.11208791208791209,0.8225806451612904
0.01,7,0.5,0.5,5,0,300,0.7480438184663537,0.7451453735144311,0.2222222222222222,0.13068181818181818,0.7419354838709677
0.01,5,0.6,0.5,5,1,100,0.704225352112676,0.7450790534804753,0.20588235294117646,0.11835748792270531,0.7903225806451613
0.05,7,0.8,0.6,5,0,100,0.7769953051643192,0.745052525466893,0.2359249329758713,0.1414790996784566,0.7096774193548387
0.05,3,0.5,0.5,1,1,100,0.689358372456964,0.7449198853989812,0.2012072434607646,0.11494252873563218,0.8064516129032258
0.001,5,0.8,0.6,5,0,100,0.689358372456964,0.7449198853989812,0.2012072434607646,0.11494252873563218,0.8064516129032258
0.03,3,0.8,0.8,1,1,300,0.7183098591549296,0.7448270373514431,0.21052631578947367,0.1218274111675127,0.7741935483870968
0.01,5,0.6,0.5,5,0,100,0.7034428794992176,0.744667869269949,0.20545073375262055,0.1180722891566265,0.7903225806451613
0.03,5,0.5,0.8,5,0,300,0.7762128325508607,0.7446413412563667,0.23529411764705882,0.14102564102564102,0.7096774193548387
0.01,3,0.5,0.6,5,1,300,0.6885758998435054,0.744508701188455,0.20080321285140562,0.11467889908256881,0.8064516129032258
0.05,3,0.6,0.5,5,1,100,0.6885758998435054,0.744508701188455,0.20080321285140562,0.11467889908256881,0.8064516129032258
0.001,5,0.5,0.6,1,1,100,0.6885758998435054,0.744508701188455,0.20080321285140562,0.11467889908256881,0.8064516129032258
0.001,5,0.5,0.6,5,1,100,0.6885758998435054,0.744508701188455,0.20080321285140562,0.11467889908256881,0.8064516129032258
0.03,5,0.8,0.6,5,0,300,0.7613458528951487,0.7444821731748726,0.22784810126582278,0.13513513513513514,0.7258064516129032
0.001,7,0.6,0.8,5,1,100,0.7175273865414711,0.7444158531409167,0.2100656455142232,0.12151898734177215,0.7741935483870968
